"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"4534","PA1156187","WISSAHICKON SPRING WATER CO","N","PA","3","","","I","30-AUG-89","CWS",NA,"GW","P","3500","State","GW","N","N","N","1","Y","","PHILADELPHIA","19154","PA","","","","","Not Reported","Chester","PA"
"4539","PA1230002","PSW CASTLE ROCK","N","PA","3","","","I","08-OCT-98","CWS",NA,"GW","P","88","State","GW","N","N","N","65","Y","","BRYN MAWR","19010","PA","","","","","Not Reported","Delaware","PA"
"4540","PA1230003","BEECHWOOD PARK TRAILER COURT","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","24","State","GW","N","N","N","13","Y","","ASTON","19014","PA","","","","","Not Reported","Delaware","PA"
"4548","PA1230014","SLEIGHTON SCHOOL","N","PA","3","","","I","08-JAN-02","CWS",NA,"GW","P","300","State","GW","N","N","Y","20","Y","","GLEN MILLS","193428832","PA","","","","","Not Reported","Delaware","PA"
"4550","PA1230020","VILLAGE GREEN PARK","N","PA","3","","","I","16-APR-87","CWS",NA,"GW","P","350","State","GW","N","N","N","185","Y","","MEDIA","19063","PA","","","","","Not Reported","Delaware","PA"
"4551","PA1230021","HARLEE MANOR","N","PA","3","01-01","12-31","I","01-OCT-85","CWS",NA,"GW","P","190","State","GW","N","N","N","20","Y","","SPRINGFIELD","19064","PA","","","","","Not Reported","Delaware","PA"
"4552","PA1230022","MELMARK HOME","N","PA","3","","","I","19-SEP-89","CWS",NA,"GW","P","300","State","GW","N","N","N","15","Y","","BERWYN","19312","PA","","","","","Not Reported","Delaware","PA"
"4553","PA1230023","PHILA SUB.WATER CO.CRUM CREEK","N","PA","3","","","I","02-SEP-92","CWS",NA,"SW","L","70000","State","SW","N","N","N","101344","Y","","BRYN MAWR","19010","PA","","","","","SPRINGFIELD","Delaware","PA"
"4554","PA1230024","LONGWOOD VILLA GERIATRIC","N","PA","3","","","I","06-FEB-96","CWS",NA,"GW","P","53","State","GW","N","N","N","1","Y","","BOOTHWYN","19061","PA","","","","","Not Reported","Delaware","PA"
"4555","PA1230027","WHITE HORSE VILLAGE","N","PA","3","","","I","21-AUG-00","CWS",NA,"GW","P","550","State","GW","N","N","N","306","Y","","NEWTOWN SQAURE","19073","PA","","","","","Not Reported","Delaware","PA"
"4608","PA1461079","NEW LIFE YOUTH&FAMILY SERVICES","N","PA","3","","","I","18-APR-17","CWS",NA,"GW","M","57","State","GW","N","N","N","9","Y","NEW LIFE YOUTH&FAMILY SERVICES","SCHWENKSVILLE","19473","PA","","","","","Not Reported","Montgomery","PA"
"4671","PA1510002","BELMONT WATER TREATMENT PLANT","N","PA","3","","","I","12-JUL-91","CWS",NA,"SW","L","320000","State","SW","N","N","N","100000","Y","","PHILADELPHIA","191072994","PA","","","","","PHILADELPHIA","Philadelphia","PA"
"4672","PA1510003","QUEEN LANE WATER PLANT","N","PA","3","","","I","12-JUL-91","CWS",NA,"SW","L","535000","State","SW","N","N","N","150000","Y","","PHILADELPHIA","191072994","PA","","","","","PHILADELPHIA","Philadelphia","PA"
"4673","PA1510004","PHILADELPHIA WATER DEPARTMENT","N","PA","3","01-01","12-31","I","01-SEP-82","CWS",NA,"SW","L","1950098","State","SW","N","N","N","522322","Y","","PHILADELPHIA","19107","PA","","","","","Not Reported","Philadelphia","PA"
"4674","PA1510005","WILLIAMSBURG WATER CORP","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","84","State","GW","N","N","N","21","Y","","PHILADELPHIA","19110","PA","","","","","Not Reported","Philadelphia","PA"
"4675","PA1510006","POINT OF ROCKS ESTATES - KARDO","N","PA","3","01-01","12-31","I","01-JUN-79","CWS",NA,"GW","P","250","State","GW","N","N","N","74","Y","","PHILADELPHIA","19107","PA","","","","","Not Reported","Philadelphia","PA"
"4676","PA1510007","NAVAL HOME","N","PA","3","01-01","12-31","I","01-MAY-78","CWS",NA,"SW","F","245","State","SWP","N","N","N","3","Y","","PHILADELPHIA","19146","PA","","","","","Not Reported","Philadelphia","PA"
"4677","PA1510008","NAVAL REGIONAL MEDICAL CENTER","N","PA","3","01-01","12-31","I","01-JAN-80","CWS",NA,"SW","F","100","State","SWP","N","N","N","45","Y","","PHILADELPHIA","19145","PA","","","","","Not Reported","Philadelphia","PA"
"4679","PA1510010","AVIATION SUPPLY OFFICE USN","N","PA","3","01-01","12-31","I","01-MAY-78","CWS",NA,"SW","F","76","State","SWP","N","N","N","25","Y","","PHILADELPHIA","19111","PA","","","","","Not Reported","Philadelphia","PA"
"4685","PA2080001","CRESTVIEW COURT C/OL SICKLER","N","PA","3","","","I","01-NOV-88","CWS",NA,"GW","P","270","State","GW","N","N","N","99","Y","","ATHENS","18810","PA","","","","","Not Reported","Bradford","PA"
"4686","PA2080005","PHYL-CAROL MOBILE HOME PARK","N","PA","3","","","I","13-JUN-78","CWS",NA,"GW","P","25","State","GW","N","N","N","15","Y","","GILLETTE","16925","PA","","","","","Not Reported","Bradford","PA"
"4687","PA2080006","WYSOX TRAILER PARK","N","PA","3","","","I","19-JUL-89","CWS",NA,"GW","P","65","State","GW","N","N","N","18","Y","","WYSOX","18854","PA","","","","","Not Reported","Bradford","PA"
"4688","PA2080008","MACAFEES MOBILE HOME PARK","N","PA","3","","","I","07-OCT-96","CWS",NA,"GW","P","25","State","GW","N","N","N","16","Y","","ATHENS","18810","PA","","","","","ATHENS TWP","Bradford","PA"
"4689","PA2080014","BLUE SPRUCE MOBILE HOME PARK","N","PA","3","","","I","07-SEP-06","CWS",NA,"GW","P","80","State","GW","N","N","N","49","Y","BLUE SPRUCE MOBILE HOME PARK","SYLVANIA","16945","PA","","","","","Not Reported","Bradford","PA"
"4690","PA2080016","CHAFFEE MOBILE HOME PARK","N","PA","3","","","I","07-AUG-89","CWS",NA,"GW","P","40","State","GW","N","N","N","21","Y","","TOWANDA","18848","PA","","","","","Not Reported","Bradford","PA"
"4691","PA2080018","CALKINS MOBILE PARK","N","PA","3","","","I","18-AUG-78","CWS",NA,"GW","P","49","State","GW","N","N","N","14","Y","","TROY","16947","PA","","","","","Not Reported","Bradford","PA"
"4692","PA2080021","WILDWOOD MOBILE HOME PARK","N","PA","3","01-01","12-31","I","01-FEB-79","CWS",NA,"GW","P","130","State","GWP","N","N","N","56","Y","","SAYRE","18840","PA","","","","","ATHENS TWP","Bradford","PA"
"4693","PA2080022","GALVINS MHP","N","PA","3","","","I","11-DEC-13","CWS",NA,"GW","P","24","State","GW","N","N","N","21","Y","GALVINS MHP","COLUMBIA CROSSROADS","16914","PA","","","","","Not Reported","Bradford","PA"
"4694","PA2080026","CARRINGTON MOBILE HOME PARK","N","PA","3","01-01","12-31","I","01-DEC-78","CWS",NA,"GW","P","25","State","GW","N","N","N","7","Y","","WYSOX","18854","PA","","","","","Not Reported","Bradford","PA"
"4756","PA2359002","CHAPMAN LAKE","N","PA","3","","","I","03-FEB-88","CWS",NA,"SW","P","85","State","SW","N","N","N","29","Y","","WILKES BARRE","18711","PA","","","","","Not Reported","Lackawanna","PA"
"4757","PA2359003","PAWC CHINCHILLA ABINGTON","N","PA","3","","","I","13-SEP-02","CWS",NA,"SW","P","12505","State","SW","N","N","N","5030","Y","","WILKES BARRE","187011397","PA","","","","","Not Reported","Lackawanna","PA"
"4758","PA2359004","P G AND W DUNMORE 1","N","PA","3","","","I","29-MAR-91","CWS",NA,"SW","P","26952","State","SW","N","N","N","8984","Y","","WILKES BARRE","18711","PA","","","","","Not Reported","Lackawanna","PA"
"4759","PA2359005","EDGERTON RESERVOIR","N","PA","3","","","I","29-MAR-91","CWS",NA,"SW","P","1280","State","SW","N","N","N","427","Y","","WILKES BARRE","18711","PA","","","","","MAYFIELD","Lackawanna","PA"
"4760","PA2359007","P G AND W GRIFFIN LAKE","N","PA","3","","","I","29-MAR-91","CWS",NA,"SW","P","98","State","SW","N","N","N","33","Y","","WILKES BARRE","18711","PA","","","","","Not Reported","Lackawanna","PA"
"4761","PA2359009","P G AND ELMHURST 7","N","PA","3","","","I","29-MAR-91","CWS",NA,"SW","P","49547","State","SW","N","N","N","16516","Y","","WILKES BARRE","18711","PA","","","","","SCRANTON","Lackawanna","PA"
"4762","PA2359010","P G AND W LAUREL RUN ARCH","N","PA","3","","","I","12-NOV-80","CWS",NA,"SW","P","6118","State","SW","N","N","N","1","Y","","WILKES BARRE","18711","PA","","","","","ARCHBALD","Lackawanna","PA"
"4763","PA2359011","P G AND W OLYPHANT 1","N","PA","3","","","I","29-MAR-91","CWS",NA,"SW","P","1609","State","SW","N","N","N","536","Y","","WILKES BARRE","18711","PA","","","","","JESSUP","Lackawanna","PA"
"4764","PA2359012","P G AND W RUSHBROOK","N","PA","3","","","I","12-NOV-80","CWS",NA,"SW","P","2434","State","SW","N","N","N","1","Y","","WILKES BARRE","18711","PA","","","","","JERMYN","Lackawanna","PA"
"4765","PA2359013","P G AND W BRACE BROOK","N","PA","3","","","I","12-NOV-80","CWS",NA,"SW","P","44662","State","SW","N","N","N","1","Y","","WILKES BARRE","18711","PA","","","","","Not Reported","Lackawanna","PA"
"4787","PA2400019","AG-MAR ESTATES","N","PA","3","","","I","13-MAY-87","CWS",NA,"GW","P","34","State","GW","N","N","N","14","Y","","WHITE HAVEN","186610000","PA","","","","","Not Reported","Luzerne","PA"
"4789","PA2400021","LAUREL RUN WATER ASSOC","N","PA","3","","","I","01-DEC-92","CWS",NA,"GW","P","100","State","GW","N","N","N","39","Y","","LAUREL RUN","18702","PA","","","","","Not Reported","Luzerne","PA"
"4790","PA2400022","SKYWAY MHP","N","PA","3","","","I","05-MAR-10","CWS",NA,"GW","P","45","State","GW","N","N","N","22","Y","SKYWAY MHP","WHITE HAVEN","18661","PA","","","","","Not Reported","Luzerne","PA"
"4792","PA2400028","SUMMIT HEALTH CARE CTR","N","PA","3","","","I","04-OCT-82","CWS",NA,"SW","P","66","State","SW","N","N","N","1","Y","","WILKES-BARRE","18701","PA","","","","","Not Reported","Luzerne","PA"
"4793","PA2400030","MAPLE KNOLL ASSN","N","PA","3","","","I","28-JAN-80","CWS",NA,"GW","P","91","State","GW","N","N","N","26","Y","","HARVEYS LAKE","18618","PA","","","","","Not Reported","Luzerne","PA"
"4794","PA2400032","HOWARD IDE","N","PA","3","","","I","12-JAN-78","CWS",NA,"GW","P","5","State","GW","N","N","N","1","Y","","EXETER","18643","PA","","","","","Not Reported","Luzerne","PA"
"4795","PA2400033","COUNTRY MANOR","N","PA","3","","","I","15-MAY-97","CWS",NA,"GW","P","31","State","GW","N","N","N","1","Y","","HARVEY'S LAKE","18618","PA","","","","","Not Reported","Luzerne","PA"
"4796","PA2400035","LAKEVIEW MANOR","N","PA","3","","","I","15-NOV-89","CWS",NA,"GW","P","27","State","GW","N","N","N","1","Y","","HARVEY'S LAKE","18618","PA","","","","","Not Reported","Luzerne","PA"
"4817","PA2400093","AQUA PA MEADOWCREST","N","PA","3","","","I","28-FEB-07","CWS",NA,"GW","P","1000","State","GW","N","N","N","291","Y","AQUA PA MEADOWCREST","WHITE HAVEN","18661","PA","","","","","Not Reported","Luzerne","PA"
"4818","PA2400094","W A STILL WATER CO","N","PA","3","01-01","12-31","I","01-JUL-82","CWS",NA,"GW","P","340","State","GW","N","N","N","0","Y","","DALLAS","18612","PA","","","","","Not Reported","Luzerne","PA"
"4819","PA2400097","RETREAT STATE HOSPITAL","N","PA","3","","","I","30-DEC-77","CWS",NA,"SW","S","1000","State","SW","N","N","N","1","Y","","HUNLOCK CREEK","18621","PA","","","","","Not Reported","Luzerne","PA"
"4820","PA2400098","SHICKSHINNY WATER CO","N","PA","3","","","I","26-MAY-93","CWS",NA,"SW","P","1400","State","SW","N","N","N","444","Y","","SCRANTON","18505","PA","","","","","Not Reported","Luzerne","PA"
"4821","PA2400099","WINDGATE, INC","N","PA","3","01-01","12-31","I","01-FEB-79","CWS",NA,"GW","P","556","State","GW","N","N","N","0","Y","","SUGARLOAF","18249","PA","","","","","Not Reported","Luzerne","PA"
"4822","PA2400100","WHITE HAVEN BORO SYSTEM","N","PA","3","","","I","10-FEB-93","CWS",NA,"SW","L","769","State","SW","N","N","N","332","Y","","WHITE HAVEN","186610000","PA","","","","","Not Reported","Luzerne","PA"
"4823","PA2400105","MIDAY MANOR HARRIS HILL","N","PA","3","","","I","24-NOV-03","CWS",NA,"GW","P","75","State","GW","N","N","N","21","Y","","BRYN MAWR","190103489","PA","","","","","Not Reported","Luzerne","PA"
"4825","PA2400118","BEAR CREEK HEALTH CARE CENTER","N","PA","3","","","I","03-NOV-03","CWS",NA,"GW","P","36","State","GW","N","N","N","1","Y","","BEAR CREEK","18602","PA","","","","","Not Reported","Luzerne","PA"
"4826","PA2400119","MAPLE HILL MANOR","N","PA","3","","","I","04-AUG-00","CWS",NA,"GW","P","26","State","GW","N","N","N","1","Y","","DALLAS","18612","PA","","","","","LEHMAN TWP","Luzerne","PA"
"4827","PA2400120","MOUNTAINSIDE MANOR","N","PA","3","","","I","16-AUG-90","CWS",NA,"GW","F","60","State","GW","N","N","N","2","Y","","TAYLOR","18517","PA","","","","","Not Reported","Luzerne","PA"
"4842","PA2350003","SCHULTZVILLE MOBILE HOME PARK","N","PA","3","01-01","12-31","I","01-JUL-78","CWS",NA,"GW","P","13","State","GW","N","N","N","8","Y","","CLARKS SUMMIT","18411","PA","","","","","Not Reported","Lackawanna","PA"
"4843","PA2350006","PINE VALLEY DEV INC 1","N","PA","3","01-01","12-31","I","01-SEP-80","CWS",NA,"GW","P","61","State","GW","N","N","N","19","Y","","DALTON","18414","PA","","","","","Not Reported","Lackawanna","PA"
"4845","PA2350008","MANHATTAN TRAILER PARK","N","PA","3","01-01","12-31","I","01-AUG-78","CWS",NA,"GW","P","70","State","GW","N","N","N","20","Y","","FACTORYVILLE","18419","PA","","","","","Not Reported","Lackawanna","PA"
"4846","PA2350009","CLIFTON MOBILHOME PARK","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","22","State","GW","N","N","N","12","Y","","GOULDSBORO","18424","PA","","","","","Not Reported","Lackawanna","PA"
"4847","PA2350011","MOBILE GARDENS","N","PA","3","","","I","10-MAY-88","CWS",NA,"GW","P","31","State","GW","N","N","N","14","Y","","LAKE ARIEL","18436","PA","","","","","Not Reported","Lackawanna","PA"
"4848","PA2350015","EMERY AND SONS INC.","N","PA","3","01-01","12-31","I","01-DEC-86","CWS",NA,"GW","P","70","State","GW","N","N","N","20","Y","","MOSCOW","18444","PA","","","","","Not Reported","Lackawanna","PA"
"4849","PA2350017","E-Z LIVIN MOBILEHOME PARK","N","PA","3","01-01","12-31","I","01-DEC-82","CWS",NA,"GW","P","70","State","GW","N","N","N","20","Y","","OLYPHANT","18447","PA","","","","","Not Reported","Lackawanna","PA"
"4858","PA2350031","LACKAWANNA TB HOSPITAL","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"SW","P","175","State","SW","N","N","N","0","Y","","SCRANTON","18504","PA","","","","","Not Reported","Lackawanna","PA"
"4859","PA2350035","BLAKELY CONVALESCENT HOME","N","PA","3","01-01","12-31","I","01-JUL-78","CWS",NA,"GW","P","170","State","GW","N","N","N","0","Y","","SCOTT","18447","PA","","","","","Not Reported","Lackawanna","PA"
"4860","PA2350038","PLEASANT VIEW WAT CO","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","65","State","GW","N","N","N","0","Y","","CLARKS SUMMIT","18411","PA","","","","","Not Reported","Lackawanna","PA"
"4861","PA2350040","PINE VALLEY DEV INC 2","N","PA","3","01-01","12-31","I","01-SEP-80","CWS",NA,"GW","P","92","State","GW","N","N","N","28","Y","","DALTON","18414","PA","","","","","DALTON","Lackawanna","PA"
"4862","PA2350041","DICKSON CITY WATER COMPANY","N","PA","3","","","I","08-MAR-91","CWS",NA,"SW","L","140","State","SWP","N","N","N","40","Y","","DICKSON CITY","18519","PA","","","","","Not Reported","Lackawanna","PA"
"4863","PA2350042","MEMO WATER CO","N","PA","3","","","I","26-FEB-88","CWS",NA,"SW","P","62","State","SWP","N","N","N","21","Y","","DICKSON CITY","18519","PA","","","","","Not Reported","Lackawanna","PA"
"4864","PA2350044","CLIFFORD BLACK","N","PA","3","01-01","12-31","I","01-FEB-81","CWS",NA,"GW","P","250","State","GW","N","N","N","15","Y","","MAPLEWOOD","18433","PA","","","","","Not Reported","Lackawanna","PA"
"4865","PA2350046","JOHNSONS APARTMENTS","N","PA","3","01-01","12-31","I","01-JAN-79","CWS",NA,"GW","P","20","State","GW","N","N","N","13","Y","","MOSCOW","18444","PA","","","","","Not Reported","Lackawanna","PA"
"4866","PA2350047","LOURDESMONT SCHOOL","N","PA","3","01-01","12-31","I","01-JAN-80","CWS",NA,"GW","","130","State","GW","N","N","N","1","Y","","CLARKS SUMMIT","18411","PA","","","","","Not Reported","Lackawanna","PA"
"4867","PA2350049","GLENBURN WATER CO","N","PA","3","","","I","19-DEC-95","CWS",NA,"GW","P","500","State","GW","N","N","N","124","Y","","CLARKS SUMMIT","18411","PA","","","","","Not Reported","Lackawanna","PA"
"4868","PA2350050","ROLLING HILLS TRAILER PARK","N","PA","3","01-01","12-31","I","01-DEC-86","CWS",NA,"GW","P","30","State","GW","N","N","N","30","Y","","LAKE ARIEL","18436","PA","","","","","Not Reported","Lackawanna","PA"
"4869","PA2350052","KEARNEY MOBILE HOME PARK","N","PA","3","","","I","10-MAY-12","CWS",NA,"GW","P","200","State","GW","N","N","N","77","Y","KEARNEY MOBILE HOME PARK","MOSCOW","18444","PA","","","","","Not Reported","Lackawanna","PA"
"4870","PA2350058","GREENE VALLEY WATER COMPANY","N","PA","3","","","I","14-SEP-98","CWS",NA,"GW","P","400","State","GW","N","N","N","60","Y","","SCRANTON","18505","PA","","","","","Not Reported","Lackawanna","PA"
"4871","PA2350059","EAGLE LAKE CORPORATION","N","PA","3","","","I","15-NOV-94","CWS",NA,"GW","P","2000","State","GW","N","N","N","2000","Y","","GOULDSBORO","18424","PA","","","","","Not Reported","Lackawanna","PA"
"4872","PA2350064","CLARKS MOBILE HOME PARK","N","PA","3","","","I","12-DEC-12","CWS",NA,"GW","P","60","State","GW","N","N","N","34","Y","CLARKS MOBILE HOME PARK","JERMYN","18432","PA","","","","","Not Reported","Lackawanna","PA"
"4873","PA2350069","MEADOW HEIGHTS WATER COMPANY","N","PA","3","","","I","18-SEP-01","CWS",NA,"GW","P","90","State","GW","N","N","N","22","Y","","CLARKS SUMMIT","184110000","PA","","","","","Not Reported","Lackawanna","PA"
"4974","PA1460954","D.SIMMONS SCHOOL","N","PA","3","","","I","27-MAY-86","CWS",NA,"GW","P","25","State","GW","N","N","Y","1","Y","","AMBLER","19002","PA","","","","","Not Reported","Montgomery","PA"
"5042","PA2350518","KEYSTONE POCONO RESIDENCE CAMP","N","PA","3","01-01","12-31","I","01-JUN-79","CWS",NA,"GW","P","110","State","GW","N","N","N","10","Y","","GOULDSBORO","18424","PA","","","","","Not Reported","Lackawanna","PA"
"5171","PA2406035","SILVER SPRING WATER COMPANY","N","PA","3","01-01","12-31","I","01-JUN-95","CWS",NA,"GW","P","4000","State","GW","N","N","N","0","Y","","WILKES BARRE","18702","PA","","","","","LAUREL RUN BORO","Luzerne","PA"
"5172","PA2406233","TAYLOR SPRINGS WATER COMPANY","N","PA","3","01-01","12-31","I","01-JUN-95","CWS",NA,"GW","P","3500","State","GW","N","N","N","0","Y","","FALLS","18615","PA","","","","","EXETER TOWNSHIP","Luzerne","PA"
"5173","PA2406272","SUTTON SPRING BOTTLE WATER CO","N","PA","3","01-01","12-31","I","01-JUN-95","CWS",NA,"GW","P","3500","State","GW","N","N","N","0","Y","","SHAVERTOWN","18708","PA","","","","","JACKSON TWP","Luzerne","PA"
"5197","PA2356273","PEACEFUL VALLEY WATER CO","N","PA","3","01-01","12-31","I","01-JUN-95","CWS",NA,"GW","P","3500","State","GW","N","N","N","0","Y","","CLARKS SUMMIT","18511","PA","","","","","Not Reported","Lackawanna","PA"
"5198","PA2450011","HOLLY HILL LODGE","N","PA","3","","","I","02-APR-92","CWS",NA,"GW","P","68","State","GW","N","N","N","1","Y","","EAST STROUDSBURG","18301","PA","","","","","Not Reported","Monroe","PA"
"5199","PA2450012","POCONO HAVEN","N","PA","3","01-01","12-31","I","01-JUL-78","CWS",NA,"GW","P","105","State","GW","N","N","N","30","Y","","TANNERSVILLE","18372","PA","","","","","Not Reported","Monroe","PA"
"5200","PA2450013","LAMPLIGHT ESTATES","N","PA","3","","","I","15-APR-93","CWS",NA,"GW","P","61","State","GW","N","N","N","25","Y","","WIND GAP","18091","PA","","","","","BRODHEADSVILLE","Monroe","PA"
"5201","PA2450014","CHATEAU MONT DEVILLE","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"GW","P","84","State","GW","N","N","N","24","Y","","MARSHALLS CREEK","18335","PA","","","","","Not Reported","Monroe","PA"
"5202","PA2450016","KINGSWOOD LAKE INC","N","PA","3","","","I","04-FEB-81","CWS",NA,"GW","P","347","State","GW","N","N","N","99","Y","","KUNKLETOWN","18058","PA","","","","","Not Reported","Monroe","PA"
"5203","PA2450017","YETTERS MOBILE HOME PARK #2","N","PA","3","01-01","12-31","I","01-JUL-78","CWS",NA,"GW","P","88","State","GW","N","N","N","25","Y","","EAST STROUDSBURG","18301","PA","","","","","Not Reported","Monroe","PA"
"5204","PA2450019","FREE SPIRIT MOBILE HOME PARK","N","PA","3","01-01","12-31","I","01-AUG-83","CWS",NA,"GW","P","25","State","GW","N","N","N","7","Y","","MINISINK HILLS","18341","PA","","","","","Not Reported","Monroe","PA"
"5206","PA2359015","P G AND W WHITE OAK","N","PA","3","","","I","12-NOV-80","CWS",NA,"SW","P","6391","State","SW","N","N","N","1","Y","","WILKES BARRE","18711","PA","","","","","BLAKELY","Lackawanna","PA"
"5207","PA2359016","P G AND W WILLIAMS BRIDGE","N","PA","3","","","I","29-MAR-91","CWS",NA,"SW","P","6380","State","SW","N","N","N","2127","Y","","WILKES BARRE","18711","PA","","","","","DUNMORE","Lackawanna","PA"
"5208","PA2359017","P G AND W RESERVOIR #5","N","PA","3","","","I","14-APR-87","CWS",NA,"SW","P","6300","State","SW","N","N","N","1","Y","","WILKES-BARRE","18711","PA","","","","","SCRANTON","Lackawanna","PA"
